[1111877653, '[1391, 1956, 40]', 'Outside Entrance', '44 23N', '123 7W', ['44', '23', 'N', '123', '7', 'W'], (4692, 1119)]
[1099023257, '[1392, 1969, 16]', 'Ankh L15', '7 38N', '85 25W', ['7', '38', 'N', '85', '25', 'W'], (108, 1537)]
[1099023257, '[1392, 1969, 16]', 'Ankh L16', '19 4N', '85 21W', ['19', '4', 'N', '85', '21', 'W'], (109, 1407)]
[1099023257, '[1392, 1969, 16]', 'Booty Island Dungeon', '15 33S', '155 15W', ['15', '33', 'S', '155', '15', 'W'], (4235, 1800)]
[1076299660, '[1392, 1969, 18]', 'Exodus ASW L21', '131 29N', '52 6E', ['131', '29', 'N', '52', '6', 'E'], (2063, 128)]
[1076299660, '[1392, 1969, 18]', 'Exodus ASW L22', '139 23N', '44 5E', ['139', '23', 'N', '44', '5', 'E'], (1949, 38)]
[1076299660, '[1392, 1969, 18]', 'Exodus ASW L23', '134 28N', '43 27E', ['134', '28', 'N', '43', '27', 'E'], (1940, 94)]
[1076299660, '[1392, 1969, 18]', 'Marble Island AW', '42 0S', '40 51E', ['42', '0', 'S', '40', '51', 'E'], (1903, 2101)]
[1076299660, '[1392, 1969, 18]', 'Serpentine Passage', '4 2N', '65 6W', ['4', '2', 'N', '65', '6', 'W'], (397, 1578)]
[1076303638, '[1392, 1969, 20]', 'Ankh 1 ASW L1', '27 35N', '85 51W', ['27', '35', 'N', '85', '51', 'W'], (102, 1310)]
[1076303638, '[1392, 1969, 20]', 'Ankh 2 ASW L1', '26 43N', '88 27W', ['26', '43', 'N', '88', '27', 'W'], (65, 1320)]
[1076303638, '[1392, 1969, 20]', 'Ankh 3 SKD L1', '11 25N', '83 23W', ['11', '25', 'N', '83', '23', 'W'], (137, 1494)]
[1076303638, '[1392, 1969, 20]', 'Ankh 4 SW L1', '15 38N', '89 13W', ['15', '38', 'N', '89', '13', 'W'], (54, 1446)]
[1076303638, '[1392, 1969, 20]', 'Ankh 5 SW L2', '61 10N', '92 10W', ['61', '10', 'N', '92', '10', 'W'], (12, 928)]
[1076303638, '[1392, 1969, 20]', 'Ankh 6 AW L1 N', '24 15N', '89 13W', ['24', '15', 'N', '89', '13', 'W'], (54, 1348)]
[1076303638, '[1392, 1969, 20]', 'Ankh 7 AW L1 S', '20 55N', '89 13W', ['20', '55', 'N', '89', '13', 'W'], (54, 1386)]
[1075486842, '[1392, 1972, 9]', 'Brit', '6 9N', '8 34E', ['6', '9', 'N', '8', '34', 'E'], (1444, 1554)]
[1075486842, '[1392, 1972, 9]', 'Minoc', '93 57N', '77 7E', ['93', '57', 'N', '77', '7', 'E'], (2419, 555)]
[1075486842, '[1392, 1972, 9]', 'New Maginicia', '38 40S', '166 55E', ['38', '40', 'S', '166', '55', 'E'], (3696, 2063)]
[1075486842, '[1392, 1972, 9]', 'Nujelm', '37 26N', '169 56E', ['37', '26', 'N', '169', '56', 'E'], (3739, 1198)]
[1075486842, '[1392, 1972, 9]', 'Ocllo', '79 32S', '164 19E', ['79', '32', 'S', '164', '19', 'E'], (3659, 2528)]
[1075486842, '[1392, 1972, 9]', 'Ocllo 2', '74 52S', '165 30E', ['74', '52', 'S', '165', '30', 'E'], (3676, 2475)]
[1079829749, '[1392, 1972, 11]', 'Yew', '70 50N', '46 41W', ['70', '50', 'N', '46', '41', 'W'], (659, 818)]
[1094445226, '[1392, 1972, 13]', 'Brit East', '1 3N', '23 29E', ['1', '3', 'N', '23', '29', 'E'], (1656, 1612)]
[1094445226, '[1392, 1972, 13]', 'Brit West', '3 41S', '7 31E', ['3', '41', 'S', '7', '31', 'E'], (1429, 1665)]
[1094445226, '[1392, 1972, 13]', 'Buccaneers Den', '50 5S', '99 0E', ['50', '5', 'S', '99', '0', 'E'], (2731, 2193)]
[1094445226, '[1392, 1972, 13]', 'Cove', '37 26N', '64 11E', ['37', '26', 'N', '64', '11', 'E'], (2235, 1198)]
[1094445226, '[1392, 1972, 13]', 'Jhelom', '170 41N', '0 8E', ['170', '41', 'N', '0', '8', 'E'], (1324, 3778)]
[1094445226, '[1392, 1972, 13]', 'Minoc', '93 4N', '83 2E', ['93', '4', 'N', '83', '2', 'E'], (2503, 565)]
[1094445226, '[1392, 1972, 13]', 'Moonglow', '39 11N', '138 39W', ['39', '11', 'N', '138', '39', 'W'], (4471, 1178)]
[1094445226, '[1392, 1972, 13]', 'New Magincia', '50 16S', '167 29E', ['50', '16', 'S', '167', '29', 'E'], (3704, 2195)]
[1094445226, '[1392, 1972, 13]', 'Nujelm', '27 4N', '172 3E', ['27', '4', 'N', '172', '3', 'E'], (3769, 1316)]
[1094445226, '[1392, 1972, 13]', 'Ocllo', '79 0S', '166 25E', ['79', '0', 'S', '166', '25', 'E'], (3689, 2522)]
[1094445226, '[1392, 1972, 13]', 'Serpents Hold', '162 30S', '109 24E', ['162', '30', 'S', '109', '24', 'E'], (2878, 3472)]
[1094445226, '[1392, 1972, 13]', 'Skara Brae', '46 34S', '50 58W', ['46', '34', 'S', '50', '58', 'W'], (598, 2153)]
[1094445226, '[1392, 1972, 13]', 'Trinsic North', '93 30S', '40 59E', ['93', '30', 'S', '40', '59', 'E'], (1905, 2687)]
[1094445226, '[1392, 1972, 13]', 'Trinsic West', '105 17S', '35 9E', ['105', '17', 'S', '35', '9', 'E'], (1822, 2821)]
[1094445226, '[1392, 1972, 13]', 'Vesper', '83 19N', '110 48E', ['83', '19', 'N', '110', '48', 'E'], (2898, 676)]
[1079812291, '[1392, 1972, 15]', 'Brit', '1 3N', '9 21E', ['1', '3', 'N', '9', '21', 'E'], (1455, 1612)]
[1079812291, '[1392, 1972, 15]', 'Jhelom', '174 38N', '2 48E', ['174', '38', 'N', '2', '48', 'E'], (1362, 3733)]
[1079812291, '[1392, 1972, 15]', 'Moonglow', '48 52N', '144 16W', ['48', '52', 'N', '144', '16', 'W'], (4391, 1068)]
[1079812291, '[1392, 1972, 15]', 'New Maginicia', '46 19S', '168 23E', ['46', '19', 'S', '168', '23', 'E'], (3717, 2150)]
[1079812291, '[1392, 1972, 15]', 'Ocllo', '83 50S', '160 22E', ['83', '50', 'S', '160', '22', 'E'], (3603, 2577)]
[1079812291, '[1392, 1972, 15]', 'Serpents Hold', '152 13S', '116 9E', ['152', '13', 'S', '116', '9', 'E'], (2974, 3355)]
[1079812291, '[1392, 1972, 15]', 'Trinsic', '103 58S', '39 30E', ['103', '58', 'S', '39', '30', 'E'], (1884, 2806)]
[1079812291, '[1392, 1972, 15]', 'Vesper', '75 40N', '117 29E', ['75', '40', 'N', '117', '29', 'E'], (2993, 763)]
[1079812291, '[1392, 1972, 15]', 'Yew', '55 48N', '54 0W', ['55', '48', 'N', '54', '0', 'W'], (555, 989)]
[1079812291, '[1392, 1972, 15]', 'Yew 2', '70 18N', '54 16W', ['70', '18', 'N', '54', '16', 'W'], (551, 824)]
[1079813477, '[1392, 1972, 17]', 'Skara Brae 2', '47 17S', '47 2W', ['47', '17', 'S', '47', '2', 'W'], (654, 2161)]
[1079813477, '[1392, 1972, 17]', 'Trinsic', '90 26S', '40 13E', ['90', '26', 'S', '40', '13', 'E'], (1894, 2652)]
[1079813477, '[1392, 1972, 17]', 'Vesper', '67 45N', '107 47E', ['67', '45', 'N', '107', '47', 'E'], (2855, 853)]
[1079813477, '[1392, 1972, 17]', 'Vesper 2', '72 9N', '106 22E', ['72', '9', 'N', '106', '22', 'E'], (2835, 803)]
[1075504201, '[1392, 1972, 19]', 'Brit 1', '3 9N', '11 19E', ['3', '9', 'N', '11', '19', 'E'], (1483, 1588)]
[1075504201, '[1392, 1972, 19]', 'Brit 2', '6 24S', '21 56E', ['6', '24', 'S', '21', '56', 'E'], (1634, 1696)]
[1075504201, '[1392, 1972, 19]', 'Brit 3', '2 17S', '8 22E', ['2', '17', 'S', '8', '22', 'E'], (1441, 1649)]
[1075504201, '[1392, 1972, 19]', 'Cove', '40 9N', '62 51E', ['40', '9', 'N', '62', '51', 'E'], (2216, 1167)]
[1075504201, '[1392, 1972, 19]', 'Jhelom', '175 46N', '8 9E', ['175', '46', 'N', '8', '9', 'E'], (1438, 3720)]
[1075504201, '[1392, 1972, 19]', 'Jhelom 2', '163 7N', '10 37E', ['163', '7', 'N', '10', '37', 'E'], (1473, 3864)]
[1075504201, '[1392, 1972, 19]', 'Jhelom 3', '163 23N', '9 4E', ['163', '23', 'N', '9', '4', 'E'], (1451, 3861)]
[1075504201, '[1392, 1972, 19]', 'Jhelom 4', '171 44N', '2 52E', ['171', '44', 'N', '2', '52', 'E'], (1363, 3766)]
[1075504201, '[1392, 1972, 19]', 'Minoc', '92 17N', '84 47E', ['92', '17', 'N', '84', '47', 'E'], (2528, 574)]
[1075504201, '[1392, 1972, 19]', 'Minoc 2', '93 4N', '80 43E', ['93', '4', 'N', '80', '43', 'E'], (2470, 565)]
[1075504201, '[1392, 1972, 19]', 'Moonglow', '40 36N', '141 2W', ['40', '36', 'N', '141', '2', 'W'], (4437, 1162)]
[1075504201, '[1392, 1972, 19]', 'Moonglow 2', '45 0N', '144 29W', ['45', '0', 'N', '144', '29', 'W'], (4388, 1112)]
[1075504201, '[1392, 1972, 19]', 'New Magincia', '47 54S', '164 48E', ['47', '54', 'S', '164', '48', 'E'], (3666, 2168)]
[1075504201, '[1392, 1972, 19]', 'Ocllo', '85 20S', '162 46E', ['85', '20', 'S', '162', '46', 'E'], (3637, 2594)]
[1075504201, '[1392, 1972, 19]', 'Serpents Hold', '158 43S', '119 6E', ['158', '43', 'S', '119', '6', 'E'], (3016, 3429)]
[1075504201, '[1392, 1972, 19]', 'Serpents Hold', '158 43S', '119 6E', ['158', '43', 'S', '119', '6', 'E'], (3016, 3429)]
[1094444998, '[1392, 1972, 21]', 'Brit N', '6 40N', '11 52E', ['6', '40', 'N', '11', '52', 'E'], (1491, 1548)]
[1094444998, '[1392, 1972, 21]', 'Brit E', '2 54S', '18 46E', ['2', '54', 'S', '18', '46', 'E'], (1589, 1656)]
[1094444998, '[1392, 1972, 21]', 'Brit W', '2 59S', '12 39E', ['2', '59', 'S', '12', '39', 'E'], (1502, 1657)]
[1094444998, '[1392, 1972, 21]', 'Moonglow N', '45 0N', '142 10W', ['45', '0', 'N', '142', '10', 'W'], (4421, 1112)]
[1094444998, '[1392, 1972, 21]', 'Moonglow S', '43 14N', '142 27W', ['43', '14', 'N', '142', '27', 'W'], (4417, 1132)]
[1094444998, '[1392, 1972, 21]', 'New Magincia', '47 48S', '166 34E', ['47', '48', 'S', '166', '34', 'E'], (3691, 2167)]
[1094444998, '[1392, 1972, 21]', 'Serpents Hold', '152 13S', '118 7E', ['152', '13', 'S', '118', '7', 'E'], (3002, 3355)]
[1094444998, '[1392, 1972, 21]', 'Vesper', '69 20N', '117 37E', ['69', '20', 'N', '117', '37', 'E'], (2995, 835)]
[1120445500, '[1393, 1956, 8]', 'Lumberjacking Britai', '2 17N', '7 52E', ['2', '17', 'N', '7', '52', 'E'], (1434, 1598)]
[1120445500, '[1393, 1956, 8]', 'Lumberjacking Jhelom', '166 59N', '7 35E', ['166', '59', 'N', '7', '35', 'E'], (1430, 3820)]
[1120445500, '[1393, 1956, 8]', 'Lumberjacking Minoc', '100 43N', '83 44E', ['100', '43', 'N', '83', '44', 'E'], (2513, 478)]
[1120445500, '[1393, 1956, 8]', 'Lumberjacking Yew', '54 3N', '52 48W', ['54', '3', 'N', '52', '48', 'W'], (572, 1009)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Britai', '3 15N', '11 19E', ['3', '15', 'N', '11', '19', 'E'], (1483, 1587)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Britai', '10 53S', '6 45E', ['10', '53', 'S', '6', '45', 'E'], (1419, 1747)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Britai', '2 17S', '8 47E', ['2', '17', 'S', '8', '47', 'E'], (1447, 1649)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Jhelom', '164 5N', '7 1E', ['164', '5', 'N', '7', '1', 'E'], (1422, 3853)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Trinsi', '90 42S', '40 13E', ['90', '42', 'S', '40', '13', 'E'], (1894, 2655)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Trinsi', '100 43S', '42 57E', ['100', '43', 'S', '42', '57', 'E'], (1933, 2769)]
[1120445500, '[1393, 1956, 8]', 'Mace Fighting Trinsi', '107 18S', '49 51E', ['107', '18', 'S', '49', '51', 'E'], (2031, 2844)]
[1120579343, '[1393, 1956, 10]', 'Item ID Britain', '3 46N', '6 57E', ['3', '46', 'N', '6', '57', 'E'], (1421, 1581)]
[1120579343, '[1393, 1956, 10]', 'Item ID Britain', '5 0S', '9 12E', ['5', '0', 'S', '9', '12', 'E'], (1453, 1680)]
[1120579343, '[1393, 1956, 10]', 'Item ID Britain', '5 0S', '9 12E', ['5', '0', 'S', '9', '12', 'E'], (1453, 1680)]
[1120579343, '[1393, 1956, 10]', 'Item ID Britain', '2 38N', '10 37E', ['2', '38', 'N', '10', '37', 'E'], (1473, 1594)]
[1120579343, '[1393, 1956, 10]', 'Item ID New Magincia', '52 44S', '164 40E', ['52', '44', 'S', '164', '40', 'E'], (3664, 2223)]
[1120579343, '[1393, 1956, 10]', 'Item ID Trinsic', '103 53S', '40 34E', ['103', '53', 'S', '40', '34', 'E'], (1899, 2805)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking Britain', '2 54S', '7 22E', ['2', '54', 'S', '7', '22', 'E'], (1427, 1656)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking Britain', '8 26S', '6 32E', ['8', '26', 'S', '6', '32', 'E'], (1415, 1719)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking Bucs De', '50 0S', '94 0E', ['50', '0', 'S', '94', '0', 'E'], (2659, 2192)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking Jhelom', '168 2N', '5 41E', ['168', '2', 'N', '5', '41', 'E'], (1403, 3808)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking Minoc', '102 55N', '80 30E', ['102', '55', 'N', '80', '30', 'E'], (2467, 453)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking New Magi', '44 28S', '168 36E', ['44', '28', 'S', '168', '36', 'E'], (3720, 2129)]
[1120579343, '[1393, 1956, 10]', 'Lockpicking Trinsic', '92 48S', '37 32E', ['92', '48', 'S', '37', '32', 'E'], (1856, 2679)]
[1085604350, '[1393, 1956, 12]', 'Herding N Jhelom', '172 47S', '13 42W', ['172', '47', 'S', '13', '42', 'W'], (1128, 3589)]
[1085604350, '[1393, 1956, 12]', 'Herding Yew', '39 22N', '45 50W', ['39', '22', 'N', '45', '50', 'W'], (671, 1176)]
[1085604350, '[1393, 1956, 12]', 'Hiding Britain', '8 26S', '6 32E', ['8', '26', 'S', '6', '32', 'E'], (1415, 1719)]
[1085604350, '[1393, 1956, 12]', 'Hiding Bucs Den', '50 0S', '94 0E', ['50', '0', 'S', '94', '0', 'E'], (2659, 2192)]
[1085604350, '[1393, 1956, 12]', 'Hiding New Magincia', '54 40S', '167 41E', ['54', '40', 'S', '167', '41', 'E'], (3707, 2245)]
[1085604350, '[1393, 1956, 12]', 'Inscription Britain', '10 53S', '6 45E', ['10', '53', 'S', '6', '45', 'E'], (1419, 1747)]
[1085604350, '[1393, 1956, 12]', 'Inscription Britain', '6 35N', '11 52E', ['6', '35', 'N', '11', '52', 'E'], (1491, 1549)]
[1085604350, '[1393, 1956, 12]', 'Inscription Britain', '8 20S', '12 5E', ['8', '20', 'S', '12', '5', 'E'], (1494, 1718)]
[1085604350, '[1393, 1956, 12]', 'Inscription Jhelom', '171 12N', '4 51E', ['171', '12', 'N', '4', '51', 'E'], (1391, 3772)]
[1085604350, '[1393, 1956, 12]', 'Inscription New Mag', '49 13S', '168 23E', ['49', '13', 'S', '168', '23', 'E'], (3717, 2183)]
[1085604350, '[1393, 1956, 12]', 'Inscription New Mag', '50 48S', '164 44E', ['50', '48', 'S', '164', '44', 'E'], (3665, 2201)]
[1085604350, '[1393, 1956, 12]', 'Inscription Skara Br', '49 2S', '50 29W', ['49', '2', 'S', '50', '29', 'W'], (605, 2181)]
[1085604350, '[1393, 1956, 12]', 'Inscription Trinsic', '106 20S', '46 11E', ['106', '20', 'S', '46', '11', 'E'], (1979, 2833)]
[1085604350, '[1393, 1956, 12]', 'Inscription Trinsic', '96 30S', '47 44E', ['96', '30', 'S', '47', '44', 'E'], (2001, 2721)]
[1085604350, '[1393, 1956, 12]', 'Inscription Trinsic', '95 0S', '36 46E', ['95', '0', 'S', '36', '46', 'E'], (1845, 2704)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Britai', '0 52N', '10 37E', ['0', '52', 'N', '10', '37', 'E'], (1473, 1614)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Britai', '6 24N', '11 52E', ['6', '24', 'N', '11', '52', 'E'], (1491, 1551)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Cove', '34 32N', '64 49E', ['34', '32', 'N', '64', '49', 'E'], (2244, 1231)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Jhelom', '170 46N', '6 19E', ['170', '46', 'N', '6', '19', 'E'], (1412, 3777)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Trinsi', '95 37S', '36 54E', ['95', '37', 'S', '36', '54', 'E'], (1847, 2711)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Trinsi', '104 35S', '41 37E', ['104', '35', 'S', '41', '37', 'E'], (1914, 2813)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval Yew', '57 23N', '55 20W', ['57', '23', 'N', '55', '20', 'W'], (536, 971)]
[1076303837, '[1393, 1956, 14]', 'Forensic Eval yew', '46 50N', '47 48W', ['46', '50', 'N', '47', '48', 'W'], (643, 1091)]
[1076303837, '[1393, 1956, 14]', 'Healing Britain', '6 30N', '11 48E', ['6', '30', 'N', '11', '48', 'E'], (1490, 1550)]
[1076303837, '[1393, 1956, 14]', 'Healing Britain', '0 52N', '10 37E', ['0', '52', 'N', '10', '37', 'E'], (1473, 1614)]
[1076303837, '[1393, 1956, 14]', 'Healing Cove', '34 32N', '64 49E', ['34', '32', 'N', '64', '49', 'E'], (2244, 1231)]
[1076303837, '[1393, 1956, 14]', 'Healing Jhelom', '170 46N', '6 19E', ['170', '46', 'N', '6', '19', 'E'], (1412, 3777)]
[1076303837, '[1393, 1956, 14]', 'Healing New Magincia', '54 34S', '165 9E', ['54', '34', 'S', '165', '9', 'E'], (3671, 2244)]
[1076303837, '[1393, 1956, 14]', 'Healing Trinsic', '104 40S', '41 33E', ['104', '40', 'S', '41', '33', 'E'], (1913, 2814)]
[1076303837, '[1393, 1956, 14]', 'Healing Trinsic', '95 37S', '36 54E', ['95', '37', 'S', '36', '54', 'E'], (1847, 2711)]
[1076303837, '[1393, 1956, 14]', 'Healing Trinsic', '95 37S', '36 54E', ['95', '37', 'S', '36', '54', 'E'], (1847, 2711)]
[1076303706, '[1393, 1956, 16]', 'Fencing Britain', '8 26S', '6 32E', ['8', '26', 'S', '6', '32', 'E'], (1415, 1719)]
[1076303706, '[1393, 1956, 16]', 'Fencing Britain', '5 26N', '6 40E', ['5', '26', 'N', '6', '40', 'E'], (1417, 1562)]
[1076303706, '[1393, 1956, 16]', 'Fencing Britain', '6 46N', '6 57E', ['6', '46', 'N', '6', '57', 'E'], (1421, 1547)]
[1076303706, '[1393, 1956, 16]', 'Fencing Bucs Den', '50 0S', '94 0E', ['50', '0', 'S', '94', '0', 'E'], (2659, 2192)]
[1076303706, '[1393, 1956, 16]', 'Fencing Jhelom', '164 5N', '7 1E', ['164', '5', 'N', '7', '1', 'E'], (1422, 3853)]
[1076303706, '[1393, 1956, 16]', 'Fencing Trinsic', '100 43S', '42 57E', ['100', '43', 'S', '42', '57', 'E'], (1933, 2769)]
[1076303706, '[1393, 1956, 16]', 'Fishing Britain', '12 7S', '10 20E', ['12', '7', 'S', '10', '20', 'E'], (1469, 1761)]
[1076303706, '[1393, 1956, 16]', 'Fishing Britain', '3 41S', '10 41E', ['3', '41', 'S', '10', '41', 'E'], (1474, 1665)]
[1076303706, '[1393, 1956, 16]', 'Fishing Britain', '12 13S', '8 22E', ['12', '13', 'S', '8', '22', 'E'], (1441, 1762)]
[1076303706, '[1393, 1956, 16]', 'Fishing Cove', '38 40N', '65 40E', ['38', '40', 'N', '65', '40', 'E'], (2256, 1184)]
[1076303706, '[1393, 1956, 16]', 'Fishing Jhelom', '173 24N', '8 0E', ['173', '24', 'N', '8', '0', 'E'], (1436, 3747)]
[1076303706, '[1393, 1956, 16]', 'Fishing New Magincia', '59 51S', '165 1E', ['59', '51', 'S', '165', '1', 'E'], (3669, 2304)]
[1076303706, '[1393, 1956, 16]', 'Fishing Ocllo', '91 50S', '163 32E', ['91', '50', 'S', '163', '32', 'E'], (3648, 2668)]
[1076303706, '[1393, 1956, 16]', 'Fishing Skara Brae', '156 58S', '113 33E', ['156', '58', 'S', '113', '33', 'E'], (2937, 3409)]
[1076303706, '[1393, 1956, 16]', 'Fishing Trinsic', '108 16S', '52 48E', ['108', '16', 'S', '52', '48', 'E'], (2073, 2855)]
[1076307363, '[1393, 1956, 18]', 'Detect Hidden Brit', '8 26S', '6 32E', ['8', '26', 'S', '6', '32', 'E'], (1415, 1719)]
[1076307363, '[1393, 1956, 18]', 'Detect Hidden Bucs', '50 0S', '94 0E', ['50', '0', 'S', '94', '0', 'E'], (2659, 2192)]
[1076307363, '[1393, 1956, 18]', 'Detect Hidden New Ma', '54 34S', '167 20E', ['54', '34', 'S', '167', '20', 'E'], (3702, 2244)]
[1076307363, '[1393, 1956, 18]', 'Discordance Brit', '6 3S', '12 18E', ['6', '3', 'S', '12', '18', 'E'], (1497, 1692)]
[1076307363, '[1393, 1956, 18]', 'Discordance Brit', '8 36S', '7 10E', ['8', '36', 'S', '7', '10', 'E'], (1424, 1721)]
[1076307363, '[1393, 1956, 18]', 'Discordance Brit', '6 9N', '8 22E', ['6', '9', 'N', '8', '22', 'E'], (1441, 1554)]
[1076307363, '[1393, 1956, 18]', 'Discordance Minoc', '93 57N', '77 24E', ['93', '57', 'N', '77', '24', 'E'], (2423, 555)]
[1076307363, '[1393, 1956, 18]', 'Discordance New Mag', '39 1S', '166 51E', ['39', '1', 'S', '166', '51', 'E'], (3695, 2067)]
[1076307363, '[1393, 1956, 18]', 'Discordance Nujem', '34 48N', '171 54E', ['34', '48', 'N', '171', '54', 'E'], (3767, 1228)]
[1076307363, '[1393, 1956, 18]', 'Discordance Nujelm', '37 26N', '169 56E', ['37', '26', 'N', '169', '56', 'E'], (3739, 1198)]
[1076307363, '[1393, 1956, 18]', 'Discordance Nujelm', '25 39N', '170 5E', ['25', '39', 'N', '170', '5', 'E'], (3741, 1332)]
[1076307363, '[1393, 1956, 18]', 'Eval Intel Brit', '6 46N', '11 52E', ['6', '46', 'N', '11', '52', 'E'], (1491, 1547)]
[1076307363, '[1393, 1956, 18]', 'Eval Intel Jhelom', '171 12N', '4 51E', ['171', '12', 'N', '4', '51', 'E'], (1391, 3772)]
[1076307363, '[1393, 1956, 18]', 'Eval Intel New Mag', '50 48S', '164 44E', ['50', '48', 'S', '164', '44', 'E'], (3665, 2201)]
[1076307363, '[1393, 1956, 18]', 'Eval Intel New Mag', '49 13S', '168 23E', ['49', '13', 'S', '168', '23', 'E'], (3717, 2183)]
[1076307363, '[1393, 1956, 18]', 'Eval Intel New Mag', '49 13S', '168 23E', ['49', '13', 'S', '168', '23', 'E'], (3717, 2183)]
[1120579680, '[1393, 1956, 20]', 'Britain 1', '1 8N', '9 12E', ['1', '8', 'N', '9', '12', 'E'], (1453, 1611)]
[1120579680, '[1393, 1956, 20]', 'Britain 2', '5 26S', '11 57E', ['5', '26', 'S', '11', '57', 'E'], (1492, 1685)]
[1120579680, '[1393, 1956, 20]', 'Britain 3', '6 51N', '11 52E', ['6', '51', 'N', '11', '52', 'E'], (1491, 1546)]
[1120579680, '[1393, 1956, 20]', 'Britain 4', '2 59S', '12 35E', ['2', '59', 'S', '12', '35', 'E'], (1501, 1657)]
[1120579680, '[1393, 1956, 20]', 'Bucs Den', '53 57S', '95 37E', ['53', '57', 'S', '95', '37', 'E'], (2682, 2237)]
[1120579680, '[1393, 1956, 20]', 'Jhelom', '174 27N', '2 36E', ['174', '27', 'N', '2', '36', 'E'], (1359, 3735)]
[1120579680, '[1393, 1956, 20]', 'Nujelm', '25 39N', '169 39E', ['25', '39', 'N', '169', '39', 'E'], (3735, 1332)]
[1120579680, '[1393, 1956, 20]', 'Trinsic 1', '104 9S', '39 26E', ['104', '9', 'S', '39', '26', 'E'], (1883, 2808)]
[1120579680, '[1393, 1956, 20]', 'Trinsic 2', '95 37S', '36 54E', ['95', '37', 'S', '36', '54', 'E'], (1847, 2711)]
[1120579680, '[1393, 1956, 20]', 'Trinsic 3', '102 49S', '42 57E', ['102', '49', 'S', '42', '57', 'E'], (1933, 2793)]
[1120579680, '[1393, 1956, 20]', 'Yew 1', '55 48N', '53 55W', ['55', '48', 'N', '53', '55', 'W'], (556, 989)]
[1120579680, '[1393, 1956, 20]', 'Yew 2', '70 13N', '54 21W', ['70', '13', 'N', '54', '21', 'W'], (550, 825)]
[1088058830, '[1393, 1956, 22]', 'Companion Keep', '111 31N', '82 49E', ['111', '31', 'N', '82', '49', 'E'], (2500, 355)]
[1114274870, '[1393, 1956, 32]', 'Outside Entrance', '13 16N', '3 35E', ['13', '16', 'N', '3', '35', 'E'], (1373, 1473)]
[1080227264, '[1393, 1959, 28]', 'Wisps WD L11W', '8 10N', '47 36W', ['8', '10', 'N', '47', '36', 'W'], (646, 1531)]
[1080227264, '[1393, 1959, 28]', 'Wisps WD L12M', '9 40N', '46 15W', ['9', '40', 'N', '46', '15', 'W'], (665, 1514)]
[1080227264, '[1393, 1959, 28]', 'WispsWDL13MANY', '8 57N', '45 8W', ['8', '57', 'N', '45', '8', 'W'], (681, 1522)]
[1080227264, '[1393, 1959, 28]', 'Wisps WD L14S', '5 48N', '43 39W', ['5', '48', 'N', '43', '39', 'W'], (702, 1558)]
[1080227264, '[1393, 1959, 28]', 'Vampire WD L3A', '10 59N', '24 2W', ['10', '59', 'N', '24', '2', 'W'], (981, 1499)]
[1080227264, '[1393, 1959, 28]', 'Ghostly Chef', '5 53N', '25 48W', ['5', '53', 'N', '25', '48', 'W'], (956, 1557)]
[1091844228, '[1393, 1959, 30]', 'WaterEl MansionW', '4 23N', '21 43W', ['4', '23', 'N', '21', '43', 'W'], (1014, 1574)]
[1091844228, '[1393, 1959, 30]', 'WaterEl Mansion E', '5 32N', '17 55W', ['5', '32', 'N', '17', '55', 'W'], (1068, 1561)]
[1091844228, '[1393, 1959, 30]', 'WaterElMansionL11', '10 16N', '18 16W', ['10', '16', 'N', '18', '16', 'W'], (1063, 1507)]
[1091844228, '[1393, 1959, 30]', 'WaterEl MansionL2', '7 12N', '17 34W', ['7', '12', 'N', '17', '34', 'W'], (1073, 1542)]
[1080230291, '[1393, 1959, 32]', 'Succubus WD L22', '9 24N', '30 30W', ['9', '24', 'N', '30', '30', 'W'], (889, 1517)]
[1080230291, '[1393, 1959, 32]', 'Succubus WD L23', '6 51N', '30 9W', ['6', '51', 'N', '30', '9', 'W'], (894, 1546)]
[1080230291, '[1393, 1959, 32]', 'Succubus WD L24', '12 13N', '32 58W', ['12', '13', 'N', '32', '58', 'W'], (854, 1485)]
[1080230291, '[1393, 1959, 32]', 'Succubus WDL3A1', '6 51N', '26 47W', ['6', '51', 'N', '26', '47', 'W'], (942, 1546)]
